avg_adherence,adherence_std,adherence_count,adherence_trend,goal_code,target_success
64.94958307991745,15.856235467336596,14.0,9.508689887312599,2.0,0
42.84735590954815,9.665234135508996,4.0,-9.720071925948158,2.0,0
78.20054097436314,6.505347857106268,13.0,-8.137173664403988,1.0,1
57.2617555616547,11.560047357756218,13.0,13.553120361066963,2.0,0
72.86986766448416,10.36016786616289,10.0,6.138902853726931,1.0,1
58.54234519694231,12.954531613966774,13.0,-13.815943994539424,0.0,1
81.54534377349447,7.145281692391027,14.0,10.137636899662105,1.0,1
71.75041428317914,11.35171619640863,18.0,-6.633452647393817,2.0,1
74.13430182965593,14.999121234551474,5.0,-8.585360819784093,1.0,1
56.10258833899897,5.8887499135483985,15.0,4.023061918311936,0.0,0
89.26336944699183,14.283969912832635,9.0,10.418200668900619,0.0,1
64.71741297814329,0.0,17.0,18.04254361517141,1.0,0
88.95281095776843,1.988702294705373,3.0,-10.516472141061394,2.0,1
75.03418569627189,12.620939214063855,10.0,4.762741793285537,1.0,1
68.86965736624612,7.6411198318083215,19.0,6.5938577171661175,1.0,1
57.40200065458794,10.69120716029341,19.0,9.601330853758537,2.0,0
56.72522779408188,9.101942930842707,3.0,3.9677609665695726,3.0,1
76.33867609171381,8.670806040423106,18.0,0.8245783267186964,0.0,1
47.25644275080383,2.589073012785896,13.0,-21.336161198483047,3.0,1
63.4418549378788,10.988950409709261,16.0,12.892174967107927,2.0,0
55.68871733108601,16.76792944784699,3.0,2.921266584341092,1.0,0
44.31141579895974,5.559330731331738,5.0,-1.5801668807442915,1.0,0
45.88509575396736,11.964137341299594,19.0,-8.405439391575344,2.0,1
38.705506786439514,14.641484957842422,18.0,-4.0500071280873104,0.0,0
57.53146757299911,12.139452203474587,19.0,0.1075565906359448,1.0,0
89.13058648845067,8.286069245678103,5.0,-12.768578168457317,1.0,1
85.83347911323803,11.916885565912352,14.0,0.6886246979665507,1.0,1
98.0,10.346905675663894,11.0,3.601905933170753,3.0,1
73.32912596189209,9.870685760230717,10.0,5.139082114575536,2.0,1
34.83226502413933,4.41307943505196,6.0,-2.5867528493933305,3.0,0
85.69589391851677,5.189544418291864,11.0,5.47708452450957,1.0,1
70.9652103906461,13.095855584876967,14.0,-1.3925848388401536,2.0,0
68.1014249977963,22.98836863297916,10.0,4.230797426252751,0.0,0
77.29243352527675,9.716084028036542,18.0,0.29592418835795575,2.0,0
54.37540497302771,13.327926181567147,8.0,12.852870044459099,0.0,1
75.26344926893914,8.456634722267937,7.0,11.355471254651492,0.0,0
36.147008078016036,2.524695848863975,3.0,15.638622298139094,3.0,0
43.95994470334565,0.0,13.0,-3.434955079326346,0.0,0
59.046843423208166,12.325401047501531,16.0,-13.609583529944429,1.0,0
66.62238957086322,13.954030608450402,13.0,5.446452262360523,3.0,1
82.36504653456876,18.144684738119956,5.0,-7.701495196514125,2.0,0
64.93849621287903,17.019106960332785,19.0,-2.4253571189218386,3.0,1
72.13166117316312,17.82359010834952,15.0,-1.6177047744417123,3.0,1
75.23734321029022,2.1712046390974287,18.0,8.374709026511216,0.0,1
29.691835121592455,6.067171124479156,12.0,-14.864681512341019,3.0,0
65.13237399280392,8.733112155259926,13.0,0.4081512861993921,3.0,1
79.30959425438482,13.31332985192742,9.0,5.85037937656101,2.0,1
98.0,9.56452914473745,16.0,-1.0708321833457672,2.0,1
48.088451398382794,5.556013433845408,17.0,1.2931961834792869,0.0,0
55.751435561124595,14.500922820099817,13.0,9.394126723009474,2.0,1
76.77484673327679,10.939867937430522,18.0,-12.481272594150475,2.0,1
53.60488341619594,10.949216964187215,7.0,-12.548224852577892,1.0,0
63.95972265115256,11.817271689195366,11.0,-22.09921965799875,3.0,0
50.84587165717025,13.571982413153293,16.0,21.97296530747994,2.0,0
71.76717389295888,18.055580742498105,12.0,-10.223743125399032,2.0,1
41.57185362913172,3.5946539657708403,15.0,-2.2360660646083828,3.0,0
71.8665555171334,1.125189701789358,19.0,7.154104029008108,3.0,0
57.95859941700928,6.816923584488821,4.0,7.411316108045314,2.0,0
41.03044292184307,12.690172199641255,3.0,-8.34308051674399,0.0,0
75.14115436068901,5.967005478463137,15.0,-10.826346502605217,3.0,0
58.17637117771365,17.25589424510532,3.0,-2.4065242156974245,1.0,1
58.085345053942184,12.355681466999647,11.0,-3.3345234716472447,3.0,0
51.350623159801074,0.0,14.0,18.109369950118943,2.0,0
37.010591350077036,8.447580119020282,8.0,-0.862229498406692,3.0,0
77.27297827962364,12.62253687643043,6.0,-12.944056198193065,3.0,0
70.75136531899295,8.31337418965747,19.0,0.579967855924787,2.0,0
47.66748659496664,1.3466419724639085,19.0,3.6439070297730223,0.0,0
65.21323625912068,18.339438055597597,11.0,-9.037406977820073,0.0,1
54.095244034163485,10.886980573184703,3.0,14.125188368316005,2.0,0
67.71899477636086,5.487884526037437,19.0,-1.4234093866388235,3.0,0
42.14946657086915,12.410334177627625,6.0,-3.2271869616968036,1.0,0
72.35791608438784,6.43062587981758,13.0,-11.168302110582415,0.0,1
98.0,12.100942993624686,5.0,5.877031412620148,0.0,1
78.00136321997046,16.258625042825976,10.0,-3.213229186372848,2.0,0
61.0334804328966,7.604484145440099,18.0,9.908017211789891,2.0,1
61.20362035531054,11.570386119348996,14.0,-0.45761500012901424,1.0,1
54.77271924932968,6.087918330192771,19.0,-21.20356012386145,3.0,1
64.78232552769872,15.564829458301318,10.0,-0.4506065119070235,3.0,1
84.7867779430616,5.120205919425476,9.0,-7.1057488392144865,2.0,1
78.35975505135158,9.931766041023517,9.0,9.01663648089567,1.0,0
64.6289597701895,3.9205453794793463,3.0,-13.634779478686884,0.0,0
51.643515493642724,9.519105315383339,16.0,13.280188573493026,2.0,0
53.23381692967572,17.305894333601643,11.0,4.825869829192965,3.0,0
50.08742599567158,12.239068583613552,3.0,2.5827433093544654,1.0,1
72.45029962327403,10.790595424525545,5.0,9.777673890849254,1.0,1
32.04370311454631,15.008726988257536,4.0,13.877250932619365,0.0,0
69.58455713611521,14.654191131752647,17.0,19.975945224343146,2.0,1
53.709910054642194,10.057256458353272,16.0,-0.9926470388525637,3.0,0
96.56269443315409,15.680243417777142,13.0,-7.208503978091276,3.0,1
75.08072998726485,16.248326335218884,16.0,8.353711428612774,2.0,1
73.4526625280337,1.0819443514290832,4.0,2.8362107741055724,3.0,1
94.90906590881318,18.644976704428515,15.0,15.59220600295612,2.0,0
68.19285088962921,11.013986384488897,13.0,-8.93471370461983,0.0,1
47.15756613064857,9.744014440917015,11.0,1.2027043614319153,3.0,0
68.18312702546346,11.243936549005415,12.0,2.4421237810419805,2.0,0
65.58316995828913,6.269508716737433,13.0,-10.503155389231464,0.0,1
39.41267981811075,9.386576812524364,14.0,11.957013858999236,1.0,0
68.62261131042335,5.774773360154245,17.0,-8.836988273580605,3.0,1
88.59729778568105,15.499898251710418,14.0,0.6777134346882789,3.0,0
71.4756991169684,8.98958377305298,10.0,-3.7789410807765584,0.0,1
57.95094266039402,11.557264171517197,9.0,-2.0199258012920485,1.0,0
49.769135982534806,7.593794380672939,5.0,16.377769399164624,1.0,0
49.4067277962514,0.0,18.0,-16.618451532425116,3.0,0
66.11822631319806,16.07094914464251,9.0,-24.72834433102938,2.0,0
49.95550776173258,8.100967441050525,12.0,-5.528919172286209,3.0,0
90.83976453895207,19.1869333774376,4.0,-1.359392250401477,2.0,0
96.0590564272173,9.533506751732542,9.0,3.310578260461443,3.0,1
81.62056919751663,6.463677350242682,13.0,11.68997870275858,1.0,0
82.53762175827379,10.155427938855764,10.0,4.78575914511806,2.0,1
74.79945435897838,0.3151653364729228,5.0,8.665726686095336,1.0,1
67.06542009826109,10.41990501657227,4.0,-4.935061645722808,0.0,1
61.488900019639054,7.0756293253349964,6.0,1.5341272966066062,3.0,1
79.58852283929966,10.315011841673499,11.0,-16.919462533119106,0.0,1
64.46452291541833,9.482899432126832,7.0,1.7201754346978202,0.0,0
50.222321585319065,4.1401420354960266,19.0,-8.933238578873825,0.0,1
61.098568988167834,0.0,8.0,-15.039928626103755,3.0,0
61.46578196392438,10.192905614904586,12.0,-1.1174633082244712,1.0,0
54.20291264839131,12.394377692602308,12.0,-13.356420699261193,1.0,0
65.64092016130932,17.941380535746312,15.0,-4.222074452947179,0.0,1
47.567736880476346,10.349597904974127,18.0,-8.762452003187681,0.0,0
76.889313418402,6.8891614987287095,10.0,11.874051450464007,2.0,0
52.593306179732984,12.647067035628611,17.0,15.634287120856987,2.0,1
54.12791589882518,10.59612930563696,5.0,-3.7144921919673735,1.0,0
65.28448325727395,12.068961585951069,11.0,-0.3226932992423519,1.0,1
75.17318505557056,15.826537677735885,5.0,18.473939976033293,1.0,1
49.58616785303093,9.560616287921897,12.0,11.40289464883589,1.0,1
82.18230335308724,12.453833544969093,18.0,14.003062582593216,0.0,1
73.37346011092838,0.0,12.0,5.828857363850495,2.0,0
75.22829761505575,12.387646686333976,10.0,-9.624287801399305,1.0,1
60.25551789483718,21.214601562014927,8.0,1.9808014682365385,3.0,0
70.09643385909472,4.988280096545994,6.0,0.9027254830570988,3.0,1
63.90668685854683,6.289039530012817,19.0,11.24357757187434,2.0,1
66.30108911003877,11.115610092030831,5.0,8.168141996897798,1.0,1
85.67486744644049,7.938315638976347,15.0,-12.168420925968741,1.0,1
43.5085558838927,11.147408577318032,19.0,9.355830924283737,2.0,0
45.531694430548015,11.655200774980978,3.0,-1.0261975947044655,2.0,0
91.66839217078768,18.971850273001795,8.0,15.14807871505905,0.0,1
80.2691659485479,10.60588974649731,12.0,3.307641879115444,3.0,1
56.33140901802142,7.927634670820707,14.0,8.339103777337424,0.0,1
78.72126787523504,8.125792685511952,4.0,9.56248163629806,3.0,1
91.07687665897991,7.496276281215419,8.0,-14.550953431851838,3.0,1
68.83477309852053,8.630747472268814,14.0,-1.3683196764059287,3.0,1
73.05676593030859,12.049142286643463,14.0,8.161346680022383,1.0,0
33.11663896816842,10.180299633988977,19.0,1.953670277756547,3.0,0
71.24440077203788,7.498194613015501,19.0,6.851611125457379,2.0,1
83.77818107137229,7.211143270052882,17.0,10.056786392425009,2.0,0
83.58230605147841,13.492831726857526,8.0,3.0192588737265744,1.0,1
59.39739876955164,12.712972316459801,7.0,-7.5562516740139785,3.0,0
64.73490264897842,10.548238772870043,15.0,25.0,0.0,1
70.39747862379647,12.055859590079816,7.0,3.183479133882045,2.0,0
91.26480290331934,7.717644278876389,9.0,13.322345721792477,1.0,1
50.848599163356496,12.2751186017376,3.0,16.45125956926534,1.0,1
50.166128590913175,8.85353673223846,16.0,-13.927942597215276,2.0,0
89.10421116386235,24.046054306147514,5.0,-3.8658508507090072,3.0,0
65.58003765205798,12.162972258630761,4.0,2.619164836799592,2.0,0
45.630245443218385,2.2818739873895924,14.0,8.53244883281227,0.0,0
68.13609002757046,13.974661264578138,12.0,3.8036394302639818,2.0,0
66.92674512717956,17.89592751490816,19.0,6.945566553228533,0.0,0
86.08158906247222,13.070495885563119,8.0,7.983470470748829,1.0,1
79.21157050975337,3.2209301443672302,9.0,-5.945994551250549,3.0,1
91.7983726349738,8.641628081563539,8.0,-9.522488412767675,1.0,0
69.26381946144015,15.66840239378351,5.0,-1.6127042500344553,1.0,0
75.205076448701,10.015542750928184,4.0,-5.498133382845174,1.0,0
63.67751793060646,18.85670621133842,3.0,1.0155399769212037,0.0,1
53.69268236832836,8.684632877718236,17.0,-4.858526761766428,0.0,1
88.61510798909204,10.30852317025184,9.0,2.3722783642157665,1.0,1
95.50072004879775,0.0,15.0,-18.01545744438679,2.0,1
79.0416707962242,12.365435990137376,15.0,-1.842459128805702,2.0,1
70.94492530034505,14.813287862434207,16.0,4.726452634321288,0.0,0
69.76980996125884,10.006699233772435,10.0,16.729535721895743,0.0,0
49.00687317801008,8.183696762155972,6.0,-0.5460816976603011,1.0,0
54.22653314362287,22.28712046037946,12.0,20.017419477471467,0.0,1
49.612736044987294,0.4593479338736657,3.0,0.8311981359147598,2.0,0
42.396706415304365,6.190127708448712,15.0,3.4862709530283085,1.0,0
46.8721762534874,14.273428650677808,11.0,-6.002116966018503,0.0,1
45.97780001475283,8.41901147709406,3.0,5.653637420637676,1.0,0
92.50846224961684,15.037553854932796,18.0,-0.5665411639975284,3.0,1
98.0,3.860000595887513,6.0,-7.265331111571506,1.0,1
46.83934186733313,7.569029346504766,4.0,6.202267094745857,3.0,1
57.212600612407854,6.438314677936456,17.0,-6.795096286589425,2.0,0
82.18814487047581,7.5546126594053815,7.0,0.14043322813951153,1.0,0
45.951851570434144,0.9469066000980266,4.0,-20.497837779516075,2.0,0
67.28902131673033,16.45281881160587,17.0,6.109825769008753,0.0,0
76.38321526708273,13.643571170371729,3.0,-3.766472922336929,1.0,0
59.207158061918676,4.386157838645025,16.0,-9.841283318982722,3.0,0
69.3840886707434,11.635049343946575,19.0,-5.9252583045791445,1.0,1
77.89105143464481,17.759400600612445,8.0,14.769808321980435,2.0,1
59.50437592710856,15.224364062272137,9.0,2.6798662605108885,2.0,0
65.25496783653843,2.203083823471955,18.0,11.672992358427724,3.0,0
72.83153188030833,6.373042389960123,10.0,-4.284847301367896,1.0,1
95.83436867089618,7.588837606485395,9.0,11.993363324744891,0.0,1
60.84547748272085,9.752205812242087,6.0,0.8450112070106526,3.0,0
78.40398408925383,12.967773474527833,18.0,17.369656539176447,3.0,0
73.96883709494685,6.8819965537089365,9.0,2.2335531611455544,3.0,1
73.8191704054874,8.90985435947789,14.0,13.93618571856377,3.0,0
80.73341848351639,10.30234224058684,11.0,4.504463002607606,0.0,1
98.0,14.120998098979314,17.0,3.697065451428121,3.0,1
33.93283377279972,11.288202104605803,16.0,10.45483108481854,1.0,0
49.480565884265246,5.1732440259561825,17.0,2.5348162682190023,3.0,0
77.82832701371302,13.769275349668412,4.0,-0.5110258803691248,0.0,0
87.72643094564314,0.0,13.0,-1.475234121935192,2.0,1
57.198176765704616,12.019770103678058,16.0,7.654604191690931,3.0,0
74.01670991396178,2.5747226043628206,3.0,13.90413563293744,0.0,1
67.64403528241263,2.1855782733007523,14.0,4.28770028928938,2.0,1
42.577638973140395,9.380953528351702,11.0,9.420289029794906,3.0,0
82.02469766530432,11.350477170986434,4.0,6.119715821267539,0.0,0
78.52620816693087,23.55372763609163,4.0,-0.13804558090490726,0.0,1
75.02385647022231,7.366423040268959,10.0,-8.323970195548476,0.0,0
56.28343389756679,14.579651511397993,3.0,0.9085484843866549,2.0,1
47.32988370829296,11.763136019585861,18.0,21.129548077317523,1.0,1
59.886315513148126,7.948300133274453,12.0,-0.5396267804778105,2.0,0
40.26865434865627,14.31000025206067,4.0,-1.7968652514256114,3.0,0
89.25809706959097,16.228174800859364,19.0,11.595905257500736,0.0,1
74.47768140217134,1.9736437643371616,19.0,1.757026162291845,0.0,0
70.8361818711817,11.4561570842369,12.0,16.736113922530954,1.0,0
62.920983122597086,9.176744862280243,11.0,-15.52098572726971,3.0,0
50.614914246550555,11.682004693449361,4.0,-7.158234772964377,0.0,0
59.3190748782108,12.311062445053123,13.0,-16.71218116060987,3.0,0
65.08000251759582,12.877732549999473,6.0,-12.098194289478103,3.0,1
64.73488775922505,7.541721925172578,3.0,-3.8065140274558473,2.0,0
78.42797026244864,9.956026552572142,18.0,7.131998110771811,1.0,0
42.91311333711202,16.304686617814923,13.0,15.679074507209707,3.0,1
83.92784452712509,14.855695034114557,6.0,2.280221870258767,1.0,0
74.24848954111228,17.00593137516948,12.0,3.813142178614196,0.0,0
82.73841194231667,13.27329764223893,10.0,9.454989065249826,0.0,0
54.108905109747525,1.8226837577107098,6.0,4.369486115459498,3.0,0
25.0,3.7634126515291557,10.0,13.208406514031669,3.0,0
45.7490331203959,17.193527411796154,4.0,0.559723399453236,3.0,1
92.26304160943046,8.46717189356471,19.0,-3.932201848703592,2.0,1
66.31641385198606,8.023779274982642,16.0,16.671812507090422,3.0,0
69.45188102003476,18.926591971123635,17.0,5.573194227106268,0.0,0
54.33985243860141,12.298529775074938,19.0,11.885532424653151,3.0,0
46.23586613937077,2.8643179890687946,15.0,-15.67622112939381,0.0,1
67.78534740920306,0.0,6.0,0.0923953966545128,1.0,1
44.6857933932871,8.046611987004022,4.0,19.05852680544564,2.0,0
69.83335099238205,11.649717693286323,11.0,9.77609530278536,1.0,1
46.03195172983138,11.64183986415769,9.0,3.7874096328632714,3.0,0
58.03935755735115,4.641493365691279,5.0,-1.5361474161364437,1.0,0
49.59863209356219,13.559885114955257,16.0,-9.814790679288201,0.0,0
89.20234766199742,11.651449728082959,7.0,-0.11733802544394267,1.0,1
67.30986256574548,19.987570889023814,7.0,3.323465064026726,2.0,1
82.32968389302953,0.012666535550701852,10.0,-14.823264817910268,0.0,0
88.99240419551863,8.42412805057388,18.0,-17.34530735713118,0.0,0
64.25399140347339,9.058079363678083,13.0,-2.2446270978189773,1.0,0
65.27378522630222,0.0,4.0,8.172815804922585,3.0,1
83.70367598892986,4.1758595176948,12.0,22.08755386185139,1.0,1
41.002436889386374,5.348676563649746,16.0,17.163686467253363,0.0,0
71.79128621950794,9.475209219999137,8.0,15.638503249326897,0.0,0
55.14815852877272,12.755958643508471,8.0,5.955091063625082,1.0,1
58.692458412764054,8.172652029428875,3.0,-11.759135886015514,2.0,0
80.34453215619071,14.045606554951219,6.0,0.5418954191118401,2.0,0
54.9347982807108,4.265839589162796,5.0,-7.402212089257169,3.0,0
70.59295294500599,13.648578368918542,19.0,-13.870983007982417,1.0,1
73.46413896858884,9.93530615948206,16.0,-12.535992799316308,3.0,1
84.46049471592815,0.0,3.0,5.4572657980158,2.0,1
76.80323993642305,6.484654595510989,11.0,0.8063380072312318,3.0,0
83.0842528196044,5.075025361377791,9.0,-2.5552784500343053,0.0,1
65.21859679848613,6.3521140293217675,17.0,5.779709979946984,2.0,1
71.8176126548551,17.88884102465943,9.0,-8.67593769044886,2.0,0
88.23263694940859,2.8911817532771353,4.0,-1.123554416558699,3.0,1
71.12420850367636,8.911576532826716,7.0,-1.8380092570774544,0.0,1
67.3187420632889,10.392993530575186,7.0,-4.780715284934992,2.0,0
39.5682137707828,11.620062620949899,6.0,-5.601900886189056,3.0,0
80.18967638467942,15.877532882543898,13.0,3.9242111776818134,3.0,0
93.44723676665637,11.875310759461701,17.0,12.77843355745182,0.0,1
70.33501270631639,9.914810553312686,13.0,4.830685880099896,0.0,0
83.58110514747695,10.041409549789636,15.0,-0.037818611245477474,0.0,1
29.374274383503405,13.241970056193564,16.0,-12.921058354729919,0.0,0
86.71261035670214,9.10672415493055,11.0,-4.941385611456656,2.0,0
76.5807515068943,8.071850092384194,7.0,-0.3644641996451341,3.0,1
39.84294867687255,13.75898232917728,16.0,3.2862159249126583,1.0,0
66.35740654334987,18.991438504615314,8.0,13.913896402914144,1.0,1
68.0319897026414,11.409779336970786,10.0,-4.986804359848298,2.0,1
70.16197522988931,12.25010336710916,19.0,-0.2741941264388399,2.0,1
73.83240060788484,6.369924511495116,13.0,-0.8060044683806398,0.0,1
59.39501845828577,16.142104061400758,15.0,-4.3950339088747565,3.0,0
71.96716097363,9.29302248928099,17.0,10.730566000927434,3.0,1
65.51600061112339,3.090254843181837,15.0,-3.3187749394275743,1.0,1
60.54770936227075,21.873032750132158,12.0,-15.377145951371318,2.0,1
60.105578553877145,10.70709736670272,19.0,-21.253713748742868,1.0,0
60.744987226102516,11.299039284027547,11.0,12.249216931253994,0.0,0
31.588217540451964,13.204953596974867,16.0,0.8683159027110277,3.0,0
58.6611142911011,7.357869344422372,18.0,8.062911561087082,0.0,1
45.637021390105545,6.686492958223681,4.0,21.22946194066577,0.0,1
52.95151655198053,7.353638466500534,5.0,2.732753145856964,0.0,0
67.50667977465305,8.92812445147443,17.0,-12.419787356400128,1.0,0
46.10665123918212,9.052222442303608,8.0,-6.197539287708439,2.0,0
91.63829863959471,12.53291577095127,5.0,-11.118031657772114,1.0,1
58.768058057959465,11.569095100535609,17.0,-2.917474197301347,2.0,1
58.09685515853819,6.718145532259456,14.0,-3.6563874835503896,1.0,0
95.35910326419314,21.338221019496274,12.0,-8.307170319323397,1.0,1
55.55830515602773,6.849587448721653,14.0,-8.571548741382744,1.0,0
48.53250530581749,14.210634795688165,9.0,-7.177535374175141,0.0,0
63.02417760121159,7.743077745178024,7.0,2.720176419170522,3.0,0
85.91201089284667,11.484579353680562,11.0,-11.468025487795657,2.0,1
91.39768421557378,14.045973659265863,13.0,2.954390384877361,2.0,1
79.00417810559796,16.06441845861578,18.0,13.091698114921316,2.0,1
84.24824346372688,1.7083221720887742,6.0,1.9209548462676365,2.0,1
38.365410313580774,8.371509449631358,16.0,-1.27305430255024,1.0,0
60.91180554813652,9.801468588265111,18.0,6.424546049697112,0.0,0
69.47766461207132,0.39542037052409285,10.0,6.7703512722645804,1.0,1
83.37174892151143,0.23592234975875925,15.0,-17.738338698589637,0.0,1
70.72283109107092,7.689364624137772,7.0,8.643536742399313,1.0,0
63.82674466552667,0.0,11.0,9.692362080371282,0.0,1
53.9257211621199,13.368971968338789,11.0,10.605297079614454,1.0,0
64.37672664729378,13.736360255717276,19.0,2.574100714381578,1.0,1
77.25858614104267,10.43981448165501,12.0,4.195849271799442,2.0,1
53.58892506059718,7.063396186181105,15.0,2.1098551352752564,2.0,1
47.03525200375297,0.0,17.0,2.326952252532708,2.0,0
78.58205103826732,6.792286396085768,3.0,4.312820227433646,0.0,1
75.60204907756814,6.5403315191269495,4.0,0.3134824659954738,2.0,0
45.6486070759819,13.278090305856914,5.0,-8.846106224362382,0.0,1
72.63816761469441,10.786164217180968,16.0,-0.09032256027419994,1.0,0
71.76911793023831,14.359671832597256,12.0,-3.6180654352558967,1.0,0
50.968436061981244,0.8580234427924882,13.0,9.298287890155297,0.0,0
41.98264818197573,13.624273357781,9.0,16.221063499235562,3.0,0
35.873711187125274,11.333680839883208,3.0,-8.635597294347175,1.0,0
76.68573159164154,15.12256337713345,16.0,-5.8317986171516765,2.0,0
63.73738345479717,7.092030328591974,7.0,-13.510194123480547,2.0,0
50.78822466167628,7.227137971797765,6.0,12.713045389296155,0.0,0
77.90568029543763,4.195440218066305,3.0,2.3237010072703055,2.0,0
74.96733337531869,6.097832726777744,19.0,7.098207077761179,2.0,1
87.04489125616189,0.0,17.0,-4.160490255561253,0.0,1
44.54102428048733,4.531314691416647,5.0,12.269057463206197,2.0,0
67.11836641532337,4.038023347787832,11.0,-3.8311507230269113,2.0,0
79.71884495620542,1.4041943306197666,9.0,-2.0359211851933408,0.0,0
46.39841410997727,18.02114552342507,15.0,1.6670526048306242,2.0,0
55.17409854770479,3.6269079899224703,7.0,2.9482685973037563,3.0,0
61.92517646642923,0.9857190179105864,19.0,-5.521608680675204,2.0,1
98.0,10.282057835847853,4.0,4.453710089953321,1.0,1
71.44484207906419,4.877355435434968,17.0,11.080628435179854,0.0,0
58.62317376039106,10.82160329690958,14.0,-4.404900718554259,1.0,1
56.24979588173918,12.425469342485563,5.0,4.383883748374252,1.0,1
80.74470448831995,8.820828780929093,10.0,-1.0669728782593717,0.0,1
46.55430067166074,13.849284465276774,13.0,-16.93171161238105,2.0,1
75.81869639147692,10.853125392698963,7.0,-3.604494688030756,1.0,1
55.424374273098316,8.55062192262565,12.0,3.9838116062643953,3.0,0
46.23610499852521,11.95362513044448,10.0,7.453232619670604,3.0,1
