avg_user_rating,history_count,has_high_protein,has_veg,is_fried,spice_heavy,text_len,target_adherence
3.4272112272414623,30.0,0.0,0.0,1.0,0.0,72.0,1
3.5122004156463094,8.0,0.0,0.0,1.0,1.0,132.0,1
2.1704601993093675,29.0,0.0,1.0,0.0,0.0,73.0,0
4.741050696701857,3.0,1.0,0.0,1.0,0.0,81.0,0
2.973923137131819,9.0,0.0,1.0,0.0,1.0,143.0,1
2.7663322475605643,23.0,1.0,0.0,1.0,0.0,31.0,0
4.375887412479564,1.0,0.0,0.0,0.0,1.0,116.0,0
3.5861994264330184,29.0,0.0,1.0,0.0,1.0,49.0,1
4.215865966813678,25.0,1.0,1.0,0.0,0.0,48.0,0
3.078069319117449,23.0,1.0,0.0,0.0,0.0,55.0,1
3.2370625143272047,3.0,0.0,0.0,0.0,1.0,89.0,1
3.855125657008242,31.0,1.0,1.0,0.0,1.0,52.0,1
2.1079858175700146,6.0,1.0,1.0,0.0,1.0,23.0,1
2.7948813810659807,14.0,0.0,1.0,1.0,0.0,32.0,0
2.7456187582189786,33.0,1.0,1.0,1.0,0.0,61.0,0
4.490983211149178,12.0,0.0,0.0,0.0,1.0,73.0,0
4.165461753827609,1.0,0.0,0.0,1.0,0.0,42.0,0
2.390458546243542,8.0,1.0,1.0,0.0,0.0,28.0,0
3.4135682666108176,37.0,0.0,0.0,1.0,1.0,11.0,1
2.5754934776344576,16.0,1.0,1.0,0.0,1.0,50.0,0
2.594042068060761,37.0,0.0,1.0,1.0,1.0,80.0,1
2.7377639059166996,7.0,1.0,1.0,1.0,0.0,38.0,0
3.6546953505160165,4.0,1.0,0.0,1.0,0.0,66.0,1
4.3874873199600515,17.0,0.0,0.0,1.0,0.0,108.0,1
4.932970551863404,14.0,0.0,1.0,0.0,0.0,130.0,1
4.666832959784989,4.0,0.0,1.0,1.0,1.0,46.0,1
3.4164281702312245,11.0,1.0,1.0,0.0,1.0,130.0,1
2.7645316416004855,33.0,1.0,1.0,1.0,0.0,54.0,0
3.645576089535563,4.0,0.0,0.0,0.0,1.0,142.0,0
4.14725452376863,1.0,1.0,1.0,0.0,0.0,135.0,0
4.7000356383640165,34.0,0.0,0.0,1.0,1.0,150.0,1
2.926932608008696,26.0,1.0,0.0,1.0,0.0,57.0,1
2.2897897134010146,38.0,0.0,1.0,0.0,0.0,138.0,1
3.423997135817681,21.0,1.0,1.0,1.0,0.0,154.0,0
2.993196379937209,25.0,0.0,1.0,0.0,1.0,79.0,1
4.449650465193722,15.0,1.0,1.0,1.0,1.0,17.0,0
4.115358935137833,33.0,0.0,0.0,1.0,0.0,106.0,1
4.877068554785057,35.0,0.0,0.0,1.0,0.0,71.0,0
3.0229205708718805,2.0,1.0,1.0,1.0,1.0,19.0,0
3.1952834939103565,39.0,0.0,0.0,0.0,0.0,12.0,0
3.9289992262194073,32.0,1.0,0.0,0.0,1.0,59.0,1
3.4545816973703145,9.0,0.0,0.0,0.0,1.0,79.0,0
2.9007929995815585,28.0,1.0,0.0,0.0,1.0,131.0,0
3.733720527000844,9.0,0.0,0.0,1.0,1.0,62.0,0
4.063178909087712,6.0,0.0,1.0,1.0,1.0,12.0,1
3.6792424485783988,39.0,1.0,1.0,1.0,0.0,109.0,0
3.9489215835444194,35.0,0.0,0.0,1.0,0.0,46.0,0
1.7053334849113848,23.0,0.0,1.0,1.0,1.0,95.0,0
3.9770695524405406,6.0,1.0,1.0,1.0,1.0,134.0,0
3.217343997520863,31.0,0.0,1.0,1.0,0.0,17.0,0
4.166050093939618,34.0,0.0,1.0,0.0,0.0,108.0,1
1.0304029296234978,22.0,0.0,0.0,1.0,0.0,11.0,0
4.374054433079228,12.0,0.0,1.0,0.0,0.0,13.0,0
2.892143794345424,8.0,0.0,0.0,1.0,1.0,84.0,0
4.430370695242628,11.0,0.0,1.0,0.0,1.0,120.0,0
4.008631348562337,3.0,1.0,0.0,1.0,1.0,154.0,0
2.772404533944216,22.0,1.0,0.0,0.0,0.0,109.0,0
2.8180050798614156,29.0,0.0,0.0,1.0,0.0,35.0,1
2.426884802738108,34.0,0.0,1.0,0.0,0.0,137.0,0
2.9468659113193953,32.0,0.0,1.0,0.0,1.0,144.0,0
4.212072868450131,38.0,0.0,1.0,0.0,0.0,135.0,0
3.5994600497233398,12.0,1.0,1.0,0.0,1.0,56.0,0
3.752003817511109,12.0,1.0,1.0,1.0,1.0,67.0,0
3.9513723753790218,19.0,0.0,0.0,1.0,0.0,37.0,1
5.0,34.0,1.0,0.0,0.0,0.0,52.0,1
4.438561451023372,15.0,0.0,0.0,1.0,0.0,46.0,0
3.8997548289711506,35.0,1.0,0.0,1.0,0.0,23.0,0
3.562481334901568,2.0,0.0,1.0,0.0,0.0,125.0,0
4.368991042923724,14.0,0.0,0.0,0.0,0.0,113.0,1
2.5691245551808253,31.0,1.0,1.0,1.0,1.0,103.0,0
4.144595266624381,28.0,1.0,0.0,1.0,1.0,12.0,0
4.1284006019701565,4.0,0.0,1.0,0.0,1.0,42.0,0
4.943884985077022,38.0,1.0,0.0,0.0,0.0,120.0,0
4.348892628961483,9.0,0.0,1.0,1.0,1.0,31.0,1
3.4583705428318545,19.0,0.0,0.0,0.0,1.0,67.0,1
3.4456423263375937,4.0,1.0,0.0,0.0,0.0,66.0,1
3.126061878075827,25.0,1.0,0.0,1.0,1.0,77.0,0
3.596492080455323,3.0,1.0,1.0,0.0,0.0,122.0,1
4.038107462893207,32.0,1.0,1.0,1.0,0.0,19.0,1
3.570421840367327,7.0,0.0,0.0,1.0,1.0,85.0,1
1.9701549751398353,1.0,0.0,1.0,1.0,0.0,25.0,0
4.4881852703666025,31.0,0.0,1.0,0.0,0.0,82.0,0
3.583909152226923,17.0,1.0,1.0,0.0,1.0,89.0,0
3.6426457826695184,35.0,0.0,0.0,0.0,0.0,38.0,0
2.341965557495188,20.0,0.0,0.0,0.0,1.0,76.0,0
3.659785335632646,22.0,0.0,1.0,1.0,1.0,101.0,1
2.8663436560198883,18.0,1.0,0.0,0.0,1.0,57.0,0
3.464522539987673,6.0,1.0,0.0,1.0,1.0,31.0,0
3.688516372138579,32.0,1.0,0.0,0.0,0.0,26.0,0
3.477492128587487,13.0,0.0,0.0,0.0,0.0,121.0,0
4.68314292756134,22.0,0.0,0.0,1.0,0.0,28.0,1
3.371514689036605,27.0,1.0,0.0,0.0,1.0,124.0,0
4.579796608141947,21.0,0.0,0.0,1.0,1.0,92.0,1
4.652784951612792,39.0,1.0,0.0,0.0,0.0,130.0,1
4.780656434872979,22.0,1.0,1.0,0.0,1.0,139.0,1
2.7866524572781146,23.0,0.0,0.0,1.0,1.0,65.0,0
3.8731782482868544,6.0,1.0,0.0,1.0,1.0,89.0,0
3.23967403547899,17.0,1.0,1.0,1.0,1.0,154.0,0
1.709105929689815,7.0,0.0,0.0,0.0,0.0,74.0,0
3.5930091263470207,12.0,1.0,0.0,0.0,0.0,29.0,0
4.820708436064927,3.0,1.0,0.0,1.0,1.0,101.0,1
2.8051262801022148,37.0,1.0,0.0,0.0,1.0,10.0,0
3.4376880813596458,5.0,0.0,1.0,0.0,0.0,115.0,0
3.306515707705305,29.0,1.0,1.0,1.0,0.0,19.0,0
3.5661989311025186,13.0,0.0,0.0,0.0,1.0,130.0,0
2.9290967948564255,28.0,0.0,0.0,1.0,1.0,81.0,0
4.8723025747658655,9.0,1.0,0.0,1.0,0.0,147.0,1
2.287557857574897,3.0,0.0,0.0,0.0,0.0,21.0,0
1.8934517137925202,15.0,0.0,1.0,1.0,0.0,120.0,1
3.5421304109393854,13.0,0.0,1.0,0.0,0.0,118.0,1
3.2708545403776546,21.0,0.0,0.0,1.0,1.0,116.0,0
3.2738423548117375,10.0,1.0,0.0,0.0,0.0,56.0,0
5.0,6.0,0.0,0.0,1.0,1.0,115.0,1
4.073128124428138,23.0,0.0,0.0,0.0,1.0,79.0,0
3.1349549936641337,39.0,1.0,1.0,0.0,0.0,81.0,1
2.8520060958255824,28.0,1.0,1.0,0.0,0.0,24.0,0
2.8920013421766164,7.0,1.0,0.0,0.0,1.0,142.0,0
5.0,4.0,1.0,0.0,0.0,1.0,56.0,0
4.019671582362049,37.0,1.0,1.0,0.0,1.0,118.0,1
2.436310592857382,13.0,1.0,1.0,1.0,0.0,57.0,1
3.7529404444503496,16.0,1.0,1.0,0.0,1.0,92.0,1
3.454893542496984,38.0,0.0,1.0,1.0,1.0,97.0,0
2.3087225234204896,24.0,0.0,0.0,1.0,0.0,71.0,0
4.312961411812825,4.0,0.0,0.0,0.0,0.0,120.0,1
2.1403382310041468,11.0,1.0,0.0,0.0,1.0,138.0,1
3.3754979282068804,13.0,1.0,0.0,0.0,1.0,69.0,0
3.8051484388501726,31.0,1.0,1.0,0.0,1.0,107.0,0
3.7018371958735825,26.0,1.0,1.0,1.0,0.0,96.0,1
2.718750954908207,5.0,1.0,1.0,1.0,0.0,23.0,0
3.127226964703354,11.0,0.0,0.0,0.0,0.0,29.0,1
3.4488203364661696,31.0,0.0,1.0,0.0,0.0,16.0,1
3.183880984108449,2.0,0.0,0.0,0.0,0.0,121.0,0
3.59716998661434,27.0,1.0,1.0,0.0,0.0,58.0,1
3.150827242449221,17.0,0.0,1.0,1.0,1.0,91.0,0
3.6121603903194592,7.0,1.0,0.0,0.0,1.0,118.0,0
2.549763452125458,4.0,1.0,0.0,1.0,1.0,70.0,0
2.7839426227975146,22.0,0.0,1.0,0.0,0.0,154.0,1
3.5857844357758815,24.0,1.0,0.0,1.0,1.0,150.0,1
3.058570031731218,33.0,1.0,1.0,0.0,1.0,155.0,0
4.736936511178321,39.0,1.0,1.0,0.0,1.0,118.0,0
4.499858739356109,23.0,0.0,0.0,1.0,0.0,112.0,1
3.603844597274518,34.0,0.0,0.0,0.0,1.0,73.0,0
2.5456891585820505,25.0,0.0,0.0,1.0,0.0,20.0,0
2.6084974656456543,8.0,0.0,1.0,1.0,1.0,85.0,1
1.9606174131356435,28.0,0.0,1.0,1.0,1.0,143.0,0
4.579970207236614,19.0,1.0,0.0,0.0,0.0,65.0,1
2.506950190212897,8.0,0.0,1.0,0.0,1.0,20.0,0
4.575205604548927,17.0,1.0,0.0,0.0,1.0,147.0,0
2.42714901614643,21.0,0.0,1.0,0.0,1.0,85.0,0
2.719302311648822,18.0,0.0,1.0,1.0,0.0,155.0,0
3.1582947486688058,25.0,0.0,1.0,1.0,1.0,45.0,1
1.4506773435544216,33.0,1.0,0.0,1.0,0.0,43.0,0
2.1690890614872855,12.0,1.0,1.0,1.0,0.0,142.0,0
3.1796556842829475,2.0,0.0,1.0,1.0,1.0,73.0,0
2.5869650630647625,10.0,0.0,1.0,1.0,1.0,71.0,0
2.4147870290437656,16.0,1.0,0.0,1.0,0.0,103.0,0
4.177152238609516,19.0,0.0,0.0,1.0,1.0,144.0,0
4.834934499636123,17.0,1.0,0.0,0.0,1.0,85.0,1
2.8186226034991546,11.0,0.0,1.0,1.0,1.0,33.0,0
3.219769032616336,28.0,0.0,0.0,0.0,0.0,44.0,0
3.484114420951954,24.0,1.0,0.0,1.0,1.0,26.0,1
2.7781209130582143,26.0,1.0,0.0,0.0,1.0,91.0,1
2.310110235715934,36.0,1.0,1.0,1.0,0.0,40.0,1
2.989258649432246,15.0,1.0,0.0,0.0,1.0,131.0,1
3.489994945961404,1.0,0.0,0.0,1.0,1.0,143.0,1
3.968461332375215,39.0,1.0,0.0,1.0,0.0,40.0,0
2.3116917004037703,1.0,0.0,1.0,1.0,0.0,113.0,0
3.1212175569610796,33.0,1.0,1.0,1.0,1.0,62.0,0
2.802463824524603,34.0,1.0,1.0,0.0,0.0,98.0,0
4.072406306061585,17.0,0.0,1.0,1.0,0.0,47.0,0
2.3608316899511537,18.0,0.0,0.0,0.0,1.0,22.0,0
3.591233423337264,15.0,1.0,0.0,1.0,1.0,118.0,1
3.519420643475621,23.0,0.0,1.0,0.0,0.0,154.0,0
3.124962808495577,14.0,0.0,0.0,0.0,1.0,102.0,1
3.352351583142502,3.0,1.0,1.0,0.0,1.0,154.0,1
2.188150512879588,4.0,1.0,0.0,0.0,1.0,22.0,1
3.1496330412780678,32.0,0.0,1.0,0.0,0.0,30.0,0
3.566242086831855,32.0,0.0,1.0,1.0,0.0,72.0,0
2.894466395737075,13.0,1.0,0.0,1.0,1.0,76.0,1
3.7183531966859573,33.0,0.0,0.0,0.0,1.0,58.0,1
4.024037847754476,30.0,1.0,0.0,0.0,1.0,21.0,1
2.8915315850883454,30.0,0.0,1.0,1.0,0.0,30.0,0
2.7968087122743794,17.0,1.0,0.0,1.0,0.0,85.0,0
2.9194758241638694,18.0,0.0,0.0,1.0,0.0,154.0,0
3.4119773683039716,14.0,0.0,1.0,1.0,1.0,85.0,0
3.005915022611296,38.0,0.0,1.0,1.0,0.0,106.0,0
3.7154321493645206,1.0,1.0,1.0,1.0,1.0,73.0,0
2.050436248599976,18.0,1.0,1.0,1.0,0.0,43.0,0
3.2073452340434403,28.0,0.0,0.0,1.0,1.0,84.0,0
4.23434559951682,39.0,0.0,1.0,1.0,0.0,85.0,0
3.15373322469125,16.0,0.0,1.0,1.0,1.0,52.0,0
3.6467768822268556,26.0,1.0,1.0,0.0,1.0,133.0,1
3.8142109502075057,14.0,1.0,1.0,0.0,1.0,106.0,1
3.401101050652745,34.0,1.0,0.0,0.0,1.0,100.0,0
3.322206544272722,38.0,1.0,0.0,0.0,1.0,139.0,0
4.003020408101274,19.0,1.0,0.0,0.0,1.0,76.0,1
3.8419183337840117,8.0,0.0,0.0,0.0,0.0,95.0,0
2.9767849215960185,15.0,1.0,0.0,0.0,0.0,124.0,1
2.690756076743392,25.0,0.0,0.0,0.0,1.0,128.0,0
3.584096052931126,32.0,0.0,0.0,1.0,1.0,35.0,1
2.938916986379461,4.0,0.0,0.0,0.0,0.0,159.0,0
2.9111978689441047,34.0,1.0,1.0,1.0,1.0,103.0,0
3.537808391718062,34.0,1.0,0.0,1.0,0.0,90.0,1
2.9646970528297025,29.0,0.0,1.0,1.0,0.0,144.0,1
2.5601511523856746,10.0,1.0,1.0,0.0,1.0,92.0,0
1.2775364500389905,12.0,1.0,1.0,1.0,1.0,137.0,0
3.2704960215778187,6.0,0.0,1.0,1.0,1.0,21.0,0
2.1136411583594485,38.0,0.0,1.0,0.0,0.0,146.0,1
2.8007929426720453,33.0,0.0,1.0,1.0,0.0,149.0,0
3.075663765246614,26.0,1.0,0.0,1.0,1.0,68.0,1
2.8020470791627625,9.0,0.0,1.0,1.0,1.0,86.0,1
2.6744718192583123,4.0,1.0,1.0,1.0,0.0,74.0,1
4.0593447331585875,23.0,0.0,1.0,1.0,0.0,30.0,0
3.319515881427037,5.0,0.0,0.0,1.0,1.0,81.0,1
4.054266606984458,33.0,0.0,1.0,0.0,0.0,100.0,0
2.9989075371434137,36.0,1.0,1.0,1.0,0.0,96.0,0
3.2570339869581364,12.0,1.0,0.0,0.0,0.0,28.0,1
4.627209974720829,32.0,1.0,0.0,1.0,0.0,25.0,1
3.799771591060351,35.0,1.0,0.0,1.0,1.0,78.0,0
3.2194491595652788,34.0,0.0,1.0,1.0,0.0,27.0,0
3.9822245154595586,35.0,0.0,0.0,1.0,0.0,149.0,1
2.6701816319964076,15.0,0.0,0.0,0.0,0.0,146.0,0
3.866427870830552,2.0,0.0,1.0,1.0,1.0,113.0,0
4.2379960093882465,21.0,1.0,1.0,0.0,0.0,80.0,0
2.868774474442182,24.0,1.0,0.0,1.0,1.0,36.0,0
4.128031547134284,17.0,0.0,1.0,0.0,0.0,107.0,1
2.420724676008034,19.0,0.0,0.0,0.0,0.0,74.0,0
4.808310111866434,38.0,0.0,1.0,1.0,0.0,19.0,1
3.8599247826938052,31.0,0.0,1.0,0.0,0.0,23.0,1
3.5097550240080473,27.0,0.0,1.0,1.0,1.0,141.0,0
1.931890042192621,17.0,0.0,0.0,0.0,1.0,121.0,0
3.2763217916062115,30.0,1.0,1.0,1.0,0.0,35.0,0
3.3136138469238725,31.0,1.0,1.0,1.0,0.0,87.0,1
3.3320314702616995,13.0,1.0,1.0,1.0,0.0,21.0,0
2.2731679688687567,21.0,0.0,1.0,0.0,0.0,22.0,0
2.8243636112094284,5.0,1.0,0.0,0.0,0.0,54.0,0
3.709684015889315,29.0,0.0,1.0,0.0,1.0,91.0,1
3.652182084272105,5.0,1.0,0.0,1.0,0.0,10.0,0
2.2056360557342343,14.0,0.0,0.0,1.0,1.0,158.0,0
2.772703929828697,21.0,0.0,0.0,0.0,1.0,66.0,0
3.970030159628972,24.0,1.0,0.0,0.0,0.0,73.0,1
2.9290600148017343,22.0,1.0,1.0,0.0,1.0,65.0,0
2.896289583577011,11.0,0.0,0.0,1.0,0.0,137.0,1
3.302574334375215,27.0,1.0,0.0,0.0,0.0,97.0,1
3.911412699277837,18.0,0.0,1.0,0.0,1.0,71.0,1
2.901674043679321,23.0,1.0,1.0,1.0,0.0,54.0,1
1.7566906419298265,21.0,1.0,0.0,0.0,1.0,58.0,0
3.9143893569900716,1.0,0.0,0.0,1.0,0.0,142.0,1
2.4828195332424636,38.0,0.0,0.0,1.0,1.0,154.0,0
3.8583228074889075,14.0,1.0,0.0,0.0,0.0,33.0,0
1.8637150788717565,36.0,1.0,0.0,1.0,0.0,159.0,1
3.994528671246333,6.0,0.0,1.0,1.0,1.0,48.0,0
3.0498820536079476,21.0,0.0,0.0,1.0,0.0,156.0,0
3.8205722055191202,5.0,0.0,1.0,0.0,0.0,42.0,1
3.3751294050473306,8.0,1.0,0.0,1.0,1.0,97.0,0
3.3652020956154938,16.0,1.0,0.0,1.0,1.0,125.0,0
2.5267652552068607,19.0,0.0,0.0,0.0,0.0,18.0,1
3.7124832335799627,31.0,0.0,0.0,0.0,0.0,42.0,1
4.193814228408211,32.0,1.0,0.0,1.0,1.0,63.0,1
3.5512909080097486,29.0,0.0,1.0,1.0,0.0,50.0,1
2.6224745426081717,23.0,0.0,0.0,1.0,1.0,24.0,0
3.5880186817395407,21.0,0.0,1.0,0.0,0.0,66.0,0
3.843953391631751,31.0,1.0,1.0,1.0,1.0,52.0,1
2.969380656025531,22.0,0.0,0.0,1.0,1.0,61.0,0
4.060189400083258,15.0,0.0,1.0,0.0,1.0,133.0,0
3.9428692786277875,18.0,0.0,0.0,1.0,0.0,147.0,1
3.936688039610237,21.0,0.0,0.0,0.0,1.0,138.0,0
4.100913499254525,29.0,0.0,1.0,0.0,1.0,39.0,0
1.9645140023630454,28.0,1.0,1.0,0.0,0.0,90.0,0
4.166160922127956,35.0,0.0,1.0,0.0,0.0,146.0,0
4.584809216482891,26.0,1.0,1.0,1.0,0.0,140.0,1
3.3216032456752336,7.0,0.0,1.0,1.0,0.0,14.0,1
3.920708971988042,19.0,1.0,0.0,0.0,0.0,66.0,1
3.7783237797563163,30.0,0.0,1.0,0.0,1.0,150.0,1
3.7365935443914218,38.0,0.0,0.0,0.0,1.0,60.0,1
4.44016158300437,11.0,0.0,0.0,0.0,0.0,94.0,1
2.434697969387043,37.0,1.0,0.0,0.0,1.0,20.0,0
2.721142251264593,5.0,1.0,1.0,1.0,0.0,21.0,1
5.0,9.0,0.0,0.0,0.0,1.0,78.0,1
4.3699065176788165,9.0,0.0,0.0,1.0,0.0,87.0,0
2.641560816001711,10.0,1.0,1.0,1.0,1.0,26.0,0
3.025145614137337,16.0,1.0,0.0,1.0,0.0,75.0,0
3.4171379996350533,23.0,1.0,1.0,0.0,1.0,133.0,1
4.0080421936616055,30.0,1.0,0.0,0.0,1.0,154.0,1
2.9254613000104133,2.0,1.0,1.0,0.0,1.0,47.0,0
4.67726682562475,25.0,1.0,0.0,0.0,0.0,125.0,1
2.8334465104301216,34.0,1.0,0.0,0.0,0.0,129.0,0
3.3015567797829277,4.0,1.0,0.0,0.0,0.0,97.0,0
3.9033434929298356,20.0,1.0,1.0,0.0,1.0,106.0,1
2.2423021819260534,12.0,1.0,0.0,1.0,1.0,132.0,0
4.392268636392197,7.0,0.0,1.0,1.0,1.0,93.0,0
3.0829985807827422,37.0,1.0,0.0,1.0,1.0,138.0,0
4.1236932596984355,36.0,1.0,1.0,1.0,1.0,31.0,0
3.922863542954769,26.0,1.0,1.0,0.0,0.0,13.0,1
3.6582442372888857,10.0,1.0,0.0,1.0,1.0,88.0,1
4.0799769397438315,18.0,0.0,0.0,0.0,1.0,31.0,1
3.0127266061391342,5.0,1.0,1.0,1.0,1.0,67.0,1
2.0981437773977163,14.0,1.0,1.0,0.0,0.0,118.0,1
3.4007165953317284,38.0,0.0,0.0,1.0,1.0,57.0,0
4.65112467761482,36.0,1.0,1.0,0.0,0.0,96.0,1
3.2437969889192715,30.0,1.0,0.0,1.0,0.0,116.0,0
2.081023230177985,36.0,0.0,1.0,1.0,0.0,22.0,1
3.42126731286531,21.0,1.0,1.0,0.0,0.0,60.0,1
3.667338499263853,34.0,0.0,0.0,1.0,1.0,61.0,0
2.307952895047946,23.0,0.0,0.0,0.0,0.0,66.0,0
4.011828853164836,14.0,0.0,0.0,1.0,1.0,19.0,0
3.9994206026021573,25.0,0.0,1.0,1.0,1.0,65.0,1
4.477431385321411,32.0,1.0,0.0,0.0,1.0,56.0,1
3.721559220588987,4.0,1.0,0.0,1.0,1.0,120.0,0
3.1308537943848003,11.0,1.0,0.0,1.0,0.0,76.0,0
2.6282868076002153,37.0,0.0,1.0,0.0,0.0,113.0,0
1.995361708340252,26.0,1.0,0.0,0.0,0.0,53.0,0
3.981129573830629,4.0,0.0,1.0,1.0,1.0,79.0,1
3.4442044159395855,1.0,0.0,1.0,0.0,1.0,99.0,0
4.023768437685741,2.0,0.0,0.0,0.0,0.0,120.0,1
3.685029853762688,8.0,0.0,0.0,0.0,0.0,16.0,1
2.904986361008543,4.0,1.0,0.0,0.0,0.0,62.0,0
2.9882398411834314,31.0,0.0,1.0,0.0,0.0,139.0,1
4.222928996623662,28.0,0.0,0.0,0.0,0.0,19.0,0
3.987776074834717,33.0,0.0,0.0,0.0,0.0,19.0,1
3.140323845869166,32.0,0.0,1.0,1.0,0.0,132.0,0
4.3147509664096,25.0,1.0,1.0,0.0,1.0,95.0,1
4.075057524416153,21.0,1.0,1.0,1.0,1.0,90.0,0
4.246738283673421,27.0,1.0,0.0,0.0,1.0,23.0,1
4.144427332191624,20.0,0.0,1.0,1.0,1.0,68.0,0
3.416674422154148,36.0,0.0,0.0,1.0,0.0,19.0,1
3.3812453835464416,35.0,1.0,1.0,1.0,1.0,17.0,0
3.6060194495126856,13.0,0.0,0.0,0.0,0.0,35.0,0
3.532961716860711,8.0,1.0,1.0,0.0,0.0,120.0,0
2.7193221464893416,24.0,0.0,0.0,1.0,1.0,38.0,0
4.229089730300375,3.0,0.0,0.0,0.0,1.0,34.0,1
4.24373831100598,18.0,0.0,1.0,0.0,1.0,106.0,1
3.4788868316159505,9.0,1.0,1.0,0.0,0.0,35.0,1
4.567946623868477,17.0,1.0,0.0,1.0,0.0,72.0,1
3.794625899388228,11.0,0.0,1.0,1.0,0.0,22.0,1
4.466353429201771,19.0,1.0,1.0,1.0,0.0,23.0,0
4.6237636269512485,22.0,1.0,1.0,1.0,0.0,146.0,1
3.8431566774861463,34.0,0.0,0.0,1.0,0.0,73.0,0
4.573919443252678,27.0,0.0,0.0,0.0,1.0,121.0,0
3.544816364873258,10.0,0.0,1.0,1.0,1.0,155.0,0
4.190330074122418,11.0,0.0,0.0,0.0,1.0,117.0,0
2.2349930739046107,18.0,1.0,0.0,0.0,0.0,64.0,1
3.571771423971011,38.0,0.0,1.0,0.0,0.0,118.0,1
3.7625606479660627,26.0,1.0,0.0,0.0,0.0,88.0,0
3.6149180250218427,5.0,1.0,1.0,1.0,0.0,146.0,0
2.369457184429796,29.0,0.0,1.0,1.0,0.0,116.0,0
3.5893353111300206,18.0,0.0,0.0,1.0,0.0,26.0,1
4.848815976030642,3.0,0.0,0.0,0.0,0.0,109.0,1
3.981354594629338,31.0,0.0,0.0,1.0,1.0,150.0,0
1.7048296545305108,30.0,1.0,0.0,1.0,1.0,77.0,1
3.538034018379865,32.0,0.0,1.0,0.0,1.0,135.0,0
2.6893379098253734,32.0,1.0,1.0,0.0,1.0,12.0,1
4.989060230882858,21.0,0.0,0.0,0.0,1.0,86.0,0
1.6959889468697642,39.0,1.0,0.0,0.0,1.0,36.0,0
